Host 10.38.175.43 not found in /home/amcclab/.ssh/known_hosts
search_board_type Mt.Jade
./sshpass -p amcc1234 ssh -o StrictHostKeyChecking=no -t amcclab@10.38.175.31 'ipmitool -H 10.38.175.43 -U ADMIN -P ADMIN  sel list'
Pseudo-terminal will not be allocated because stdin is not a terminal.
   1 | 04/26/2021 | 07:13:21 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 374 | 05/04/2021 | 07:26:08 | OEM record c0 | 00cd3a | 0feb70220000
 375 | 05/04/2021 | 07:26:09 | OEM record c0 | 00cd3a | 0feb70320000
 376 | 05/04/2021 | 07:26:11 | OEM record c0 | 00cd3a | 0feb70520000
 377 | 05/04/2021 | 07:26:12 | OEM record c0 | 00cd3a | 0feb70620000
 378 | 05/04/2021 | 07:27:06 | OEM record c0 | 00cd3a | 0feb70820000
 379 | 05/04/2021 | 07:27:06 | System Firmwares #0xe4 | System boot initiated | Asserted
 37a | 05/04/2021 | 07:43:56 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 37b | 05/04/2021 | 07:43:56 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 37c | 05/04/2021 | 07:44:36 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 37d | 05/04/2021 | 07:44:36 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 37e | 05/04/2021 | 07:44:36 | OEM record c0 | 00cd3a | 0feb70020000
 37f | 05/04/2021 | 07:44:37 | OEM record c0 | 00cd3a | 0feb70120000
 380 | 05/04/2021 | 07:44:42 | Voltage #0x75 | Lower Non-recoverable going low  | Deasserted
 381 | 05/04/2021 | 07:44:42 | Voltage #0x75 | Upper Critical going high | Asserted
 382 | 05/04/2021 | 07:44:42 | Voltage #0x76 | Lower Non-recoverable going low  | Deasserted
 383 | 05/04/2021 | 07:44:42 | Voltage #0x76 | Upper Critical going high | Asserted
 384 | 05/04/2021 | 07:44:42 | Voltage #0x85 | Lower Non-recoverable going low  | Deasserted
 385 | 05/04/2021 | 07:44:42 | Voltage #0x85 | Upper Critical going high | Asserted
 386 | 05/04/2021 | 07:44:42 | Voltage #0x86 | Lower Non-recoverable going low  | Deasserted
 387 | 05/04/2021 | 07:44:42 | Voltage #0x86 | Upper Critical going high | Asserted
 388 | 05/04/2021 | 07:44:56 | OEM record c0 | 00cd3a | 0feb70220000
 389 | 05/04/2021 | 07:44:57 | OEM record c0 | 00cd3a | 0feb70320000
 38a | 05/04/2021 | 07:44:59 | OEM record c0 | 00cd3a | 0feb70520000
 38b | 05/04/2021 | 07:45:00 | OEM record c0 | 00cd3a | 0feb70620000
 38c | 05/04/2021 | 07:45:55 | OEM record c0 | 00cd3a | 0feb70820000
 38d | 05/04/2021 | 07:45:55 | System Firmwares #0xe4 | System boot initiated | Asserted
 38e | 05/04/2021 | 08:03:27 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 38f | 05/04/2021 | 08:03:27 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 390 | 05/04/2021 | 08:04:08 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 391 | 05/04/2021 | 08:04:08 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 392 | 05/04/2021 | 08:04:08 | OEM record c0 | 00cd3a | 0feb70020000
 393 | 05/04/2021 | 08:04:09 | OEM record c0 | 00cd3a | 0feb70120000
 394 | 05/04/2021 | 08:04:14 | Voltage #0x75 | Upper Critical going high | Deasserted
 395 | 05/04/2021 | 08:04:14 | Voltage #0x76 | Upper Critical going high | Deasserted
 396 | 05/04/2021 | 08:04:14 | Voltage #0x85 | Upper Critical going high | Deasserted
 397 | 05/04/2021 | 08:04:14 | Voltage #0x86 | Upper Critical going high | Deasserted
 398 | 05/04/2021 | 08:04:27 | OEM record c0 | 00cd3a | 0feb70220000
 399 | 05/04/2021 | 08:04:28 | OEM record c0 | 00cd3a | 0feb70320000
 39a | 05/04/2021 | 08:04:32 | OEM record c0 | 00cd3a | 0feb70520000
 39b | 05/04/2021 | 08:04:32 | OEM record c0 | 00cd3a | 0feb70620000
 39c | 05/04/2021 | 08:05:18 | OEM record c0 | 00cd3a | 0feb70820000
 39d | 05/04/2021 | 08:05:18 | System Firmwares #0xe4 | System boot initiated | Asserted
 39e | 05/04/2021 | 08:22:00 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 39f | 05/04/2021 | 08:22:00 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3a0 | 05/04/2021 | 08:22:45 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3a1 | 05/04/2021 | 08:22:45 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3a2 | 05/04/2021 | 08:22:45 | OEM record c0 | 00cd3a | 0feb70020000
 3a3 | 05/04/2021 | 08:22:46 | OEM record c0 | 00cd3a | 0feb70120000
 3a4 | 05/04/2021 | 08:22:50 | Voltage #0x75 | Lower Non-recoverable going low  | Asserted
 3a5 | 05/04/2021 | 08:22:50 | Voltage #0x76 | Lower Non-recoverable going low  | Asserted
 3a6 | 05/04/2021 | 08:22:50 | Voltage #0x85 | Lower Non-recoverable going low  | Asserted
 3a7 | 05/04/2021 | 08:22:50 | Voltage #0x86 | Lower Non-recoverable going low  | Asserted
 3a8 | 05/04/2021 | 08:23:03 | OEM record c0 | 00cd3a | 0feb70220000
 3a9 | 05/04/2021 | 08:23:04 | OEM record c0 | 00cd3a | 0feb70320000
 3aa | 05/04/2021 | 08:23:06 | OEM record c0 | 00cd3a | 0feb70520000
 3ab | 05/04/2021 | 08:23:07 | OEM record c0 | 00cd3a | 0feb70620000
 3ac | 05/04/2021 | 08:24:01 | OEM record c0 | 00cd3a | 0feb70820000
 3ad | 05/04/2021 | 08:24:01 | System Firmwares #0xe4 | System boot initiated | Asserted
 3ae | 05/04/2021 | 08:41:10 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3af | 05/04/2021 | 08:41:10 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3b0 | 05/04/2021 | 08:41:53 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3b1 | 05/04/2021 | 08:41:54 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3b2 | 05/04/2021 | 08:41:55 | OEM record c0 | 00cd3a | 0feb70020000
 3b3 | 05/04/2021 | 08:41:55 | Voltage #0x75 | Lower Non-recoverable going low  | Deasserted
 3b4 | 05/04/2021 | 08:41:55 | Voltage #0x75 | Upper Critical going high | Asserted
 3b5 | 05/04/2021 | 08:41:55 | Voltage #0x76 | Lower Non-recoverable going low  | Deasserted
 3b6 | 05/04/2021 | 08:41:55 | Voltage #0x76 | Upper Critical going high | Asserted
 3b7 | 05/04/2021 | 08:41:55 | OEM record c0 | 00cd3a | 0feb70120000
 3b8 | 05/04/2021 | 08:41:56 | Voltage #0x85 | Lower Non-recoverable going low  | Deasserted
 3b9 | 05/04/2021 | 08:41:56 | Voltage #0x85 | Upper Critical going high | Asserted
 3ba | 05/04/2021 | 08:41:56 | Voltage #0x86 | Lower Non-recoverable going low  | Deasserted
 3bb | 05/04/2021 | 08:41:56 | Voltage #0x86 | Upper Critical going high | Asserted
 3bc | 05/04/2021 | 08:42:13 | OEM record c0 | 00cd3a | 0feb70220000
 3bd | 05/04/2021 | 08:42:14 | OEM record c0 | 00cd3a | 0feb70320000
 3be | 05/04/2021 | 08:42:16 | OEM record c0 | 00cd3a | 0feb70520000
 3bf | 05/04/2021 | 08:42:17 | OEM record c0 | 00cd3a | 0feb70620000
 3c0 | 05/04/2021 | 08:43:14 | OEM record c0 | 00cd3a | 0feb70820000
 3c1 | 05/04/2021 | 08:43:14 | System Firmwares #0xe4 | System boot initiated | Asserted
 3c2 | 05/05/2021 | 01:24:57 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3c3 | 05/05/2021 | 01:24:57 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3c4 | 05/05/2021 | 01:26:29 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3c5 | 05/05/2021 | 01:26:29 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3c6 | 05/05/2021 | 01:26:30 | OEM record c0 | 00cd3a | 0feb70020000
 3c7 | 05/05/2021 | 01:26:31 | OEM record c0 | 00cd3a | 0feb70120000
 3c8 | 05/05/2021 | 01:26:49 | OEM record c0 | 00cd3a | 0feb70220000
 3c9 | 05/05/2021 | 01:26:50 | OEM record c0 | 00cd3a | 0feb70320000
 3ca | 05/05/2021 | 01:26:52 | OEM record c0 | 00cd3a | 0feb70520000
 3cb | 05/05/2021 | 01:26:53 | OEM record c0 | 00cd3a | 0feb70620000
 3cc | 05/05/2021 | 01:27:49 | OEM record c0 | 00cd3a | 0feb70820000
 3cd | 05/05/2021 | 01:27:49 | System Firmwares #0xe4 | System boot initiated | Asserted
 3ce | 05/05/2021 | 01:46:56 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3cf | 05/05/2021 | 01:46:56 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3d0 | 05/05/2021 | 01:47:53 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3d1 | 05/05/2021 | 01:47:53 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3d2 | 05/05/2021 | 01:47:54 | OEM record c0 | 00cd3a | 0feb70020000
 3d3 | 05/05/2021 | 01:47:55 | OEM record c0 | 00cd3a | 0feb70120000
 3d4 | 05/05/2021 | 01:48:13 | OEM record c0 | 00cd3a | 0feb70220000
 3d5 | 05/05/2021 | 01:48:14 | OEM record c0 | 00cd3a | 0feb70320000
 3d6 | 05/05/2021 | 01:48:16 | OEM record c0 | 00cd3a | 0feb70520000
 3d7 | 05/05/2021 | 01:48:17 | OEM record c0 | 00cd3a | 0feb70620000
 3d8 | 05/05/2021 | 01:49:01 | OEM record c0 | 00cd3a | 0feb70820000
 3d9 | 05/05/2021 | 01:49:01 | System Firmwares #0xe4 | System boot initiated | Asserted
 3da | 05/05/2021 | 01:49:23 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3db | 05/05/2021 | 01:49:23 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
 3dc | 05/05/2021 | 01:50:21 | System ACPI Power State #0x7a | S0/G0: working | Asserted
 3dd | 05/05/2021 | 01:50:21 | System ACPI Power State #0x8a | S0/G0: working | Asserted
 3de | 05/05/2021 | 01:50:22 | OEM record c0 | 00cd3a | 0feb70020000
 3df | 05/05/2021 | 01:50:23 | OEM record c0 | 00cd3a | 0feb70120000
 3e0 | 05/05/2021 | 01:50:41 | OEM record c0 | 00cd3a | 0feb70220000
 3e1 | 05/05/2021 | 01:50:42 | OEM record c0 | 00cd3a | 0feb70320000
 3e2 | 05/05/2021 | 01:50:44 | OEM record c0 | 00cd3a | 0feb70520000
 3e3 | 05/05/2021 | 01:50:45 | OEM record c0 | 00cd3a | 0feb70620000
 3e4 | 05/05/2021 | 01:51:30 | OEM record c0 | 00cd3a | 0feb70820000
 3e5 | 05/05/2021 | 01:51:30 | System Firmwares #0xe4 | System boot initiated | Asserted
 3e6 | 05/05/2021 | 01:52:22 | System ACPI Power State #0x7a | S5/G2: soft-off | Asserted
 3e7 | 05/05/2021 | 01:52:22 | System ACPI Power State #0x8a | S5/G2: soft-off | Asserted
[1039315.803791] ttyUSB4' AD0JU57O
[804974.374740] ttyUSB12' FTBZ7CEX
[796927.482771] ttyUSB13' AD0JUNRA
[783273.747501] ttyUSB10' AH072U9K
[783269.079716] ttyUSB1' AB0JI8KO
[783264.595438] ttyUSB0' AB0KUEM7
[435055.522872] ttyUSB6' AD0K9J3A
[280929.159767] ttyUSB14' FTEZFHVX
[   16.121466] ttyUSB11' AC019YQ9
[   16.118965] ttyUSB9' FTEZFKX8
[   16.117715] ttyUSB8' AC01X49Y
[   16.116480] ttyUSB7' AC01X41Z
[   16.113971] ttyUSB5' AB0JI8KK
[   16.111359] ttyUSB3' AM00F4ES
[   16.110036] ttyUSB2' AC019YQK
